text,category,encode_cat
"Hello, Kaylie. I see you're here to pick up a prescription today.",other,3
"Yeah, yeah, that's, um, and that- that's not easy for you, because you- you'd like to go really soon, and here I am asking you to spend just a couple of minutes with me.",other,3
"And what I also hear you saying, it's possibly the-- It's now possibly more possible, in your mind, that you could make some of these changes, rather than bring broad-brush, you know, huge changes to your lifestyles. It's not about changing who you are, it's not changing huge facets of your life, but maybe small steps that need to be taken.",reflection,2
You feel like you're letting your family down.,reflection,2
"Okay. That's perfect because cholesterol statin works best if it's taken at night, though you can take it any time of the day. And you should take it every single day. It's important to keep that up. Where do you store your medications?",therapist_input,1
"Yeah, that makes sense? Yeah? So how confident are you that-that, you know, you can sort out the issues related to, um, you know, uh, taking the money from your employer? And another thing, in your precinct's report, there were some issues around gambling, and some issues around alcohol use. So those seem to be important issues that are kind of getting out. So how confident are you that you can get those sorted in the nine months we've got?",question,0
"Okay. Okay. Okay. Yeah, yeah. So, you were saying before that, you know, there was, you know, money you couldn't really afford-",reflection,2
You got your lip pierced. How long ago did you get that done?,question,0
What else has brought you here?,other,3
"You need insulin in your cells, individual cells in muscle or in fat or wherever to, um, use up excess sugar or to utilize sugar.",therapist_input,1
"So you told yourself you wouldn't, so you're once you- you're the sort of guy that once you make a decision you're gonna go, you're staunch with that decision?",question,0
"And before you leave, uh, is it okay if we go over this screening form that you filled out today on your alcohol use?",question,0
"W-what was, do you mean you kind of try to hide behind it or?",question,0
Alright.,other,3
"-interested in what your thoughts are, Sarah.",question,0
"Okay. So, uh, before vaccines were developed, often when children had a natural exposure to some of these diseases, they ended up with, uh, sometimes death, disability, measles caused brain damage and, uh, deafness and blindness. Polio caused, uh, paralysis in children. And so, allowing children to have natural exposure to these diseases, sometimes was a little bit of a gamble, it could be dangerous.",therapist_input,1
Mm. Mm-hmm.,other,3
Do you think that's enough to make you say goodbye to cigarettes?,question,0
As to what-,question,0
"So, it sounds like you've already been thinking about, uh, ways to-to get around safely.",reflection,2
Would it be helpful to give you some information on low risk drinking guidelines?,question,0
"Well, the cost is free and the counseling services we provide, we are legally obligated to protect your privacy. We can't tell your parents. There are some exceptions to that privacy rule, including, uh, mostly if we're concerned about- that your safety.",therapist_input,1
"So, you've been able to cut down by two or three cigarettes? That's amazing. I mean, given how much you were smoking.",reflection,2
"So on the one hand, you're worried about how your smoking might be affecting him and on the other hand, you're not so sure if it's really the smoking that's causing these problems?",reflection,2
"Oh, no.",other,3
Never lasts. Mm. You seem like a bit of a crossroads to me.,reflection,2
Exactly.,other,3
So think about when you were-- This-this is an interesting question to see what you think. You were- you were a coach. You-- Maybe you'll be a coach again.,reflection,2
And you said you kind of don't fit that kinda Type II diabetes look. That you kinda have had this idea-,reflection,2
Can you think of any other downsides to smoking pot?,question,0
"Yeah. Well, um, first of all, I really am passionate about looking at the whole picture, um, physical health and emotional wellbeing and what I found in working with clients in the past is when, um, we make a focus of weight loss, sometimes, uh, physical health improves, but at the cost of emotional wellbeing.",therapist_input,1
"-so don't forget the nice car, and some kids, and be a- be a good dad-",reflection,2
"All right. So, you're not a zero. So, that tells me that you've got some confidence that this is doable, this is something you certainly can do it. Why are you not a zero?",question,0
"Okay. Barbara, what was it that you were hoping that I'd do for you today?",question,0
"Hi, Mrs. Smith. I'm Denise. I'm the social worker here at the clinic work that's working with Dr. Fields and the rest of the team. And, um, I know you were here to see Dr. Fields today, and I-I just wanted to let you know, I usually work with people who are similar to- have situations similar to you, and that have gone back home from rehab. And, uh, so I'd like to find out a little bit if you would, if that's okay, about how it's been going since you got home.",therapist_input,1
Okay. And I'm wondering if you have any concerns about that.,reflection,2
The side effects from the medications are nothing compared to what can happen from the smoking.,therapist_input,1
"I'm sure there's so many other places you'd rather be than here today talking with me, but, um, you're here, and, um, thank you.",other,3
"Okay. Just sort of interested, when you rang your mom and, um, told her what's happening, how difficult was it to talk about the issue of violence and being violent towards your partner?",question,0
This is gonna be your career. This is the career-,reflection,2
"Okay. So, you-you wanna look good, you know, and she's proud of you I'm sure anyway and then this just would be an added benefit. Yeah.",reflection,2
"Cholesterol good, your weight is good.",reflection,2
"You've got the time at the end of the day when you finish work, which might be the first time you've gone without a cigarette. So, what I'd like to recommend is that you use two products perhaps and I'm thinking of you're having a patch and then suggesting that you might use something that you can top up with. Often, a person who smokes knows exactly what it feels like when they're craving for a cigarette. What does it feel like to you, when you can't have a cigarette and you want one?",therapist_input,1
"So, I was thinking about how that stuff about not feeling confident around reading and writing has, um, really got in the way for you.",reflection,2
"Yeah. And any other relationship, if you don't mind me asking-- [crosstalk]",question,0
"Science fair project or not, don't you know what happens when someone drives under the influence of marijuana or alcohol? It's bad. They can wreck the car, you can lose your life. I thought you were smart, you're taking AP classes, you wanna get into a Ivy League school. This is not the way you do that.",therapist_input,1
"Yeah. And so that might mean, you know, like giving up an hour's sleep, getting up an hour earlier in the day, and going there and getting it done then. That's what I do.",therapist_input,1
Okay. And he's a truck driver?,question,0
Great. Who could help you reach this goal?,question,0
Glamourous.,reflection,2
Me too. Walking is great exercise.,therapist_input,1
"That's fantastic, Billy.",other,3
True.,other,3
"So, we were, um- we were just talking a little bit about sustained talk, which most people call denial.",therapist_input,1
"So, it strikes me that the way that we're talking about it, it's like it's all or nothing. Either you keep smoking the way you are, things continue to go downhill and get worse, your wife gets more and more on your case, or you put your cigarettes down starting the moment you walk in the door tonight and never pick them up again. It's almost like one or the other. It strikes me that as well there might be some middle ground here that it took you a long time to learn how to be a smoker and maybe it's going to take some time to learn how to stop smoking.",reflection,2
Since the co- the court sent you and we have to sort of explore what would happen if you went out and did this again.,therapist_input,1
People can't read-- People can't read your handwriting?,question,0
Tell me a bit more about that.,question,0
Yeah? Good.,other,3
"Right, they weren't looking out for your best interest at that point.",reflection,2
When you've had a few drinks and you kind of go and get into trouble. How would you like that to be different?,question,0
"Okay. So it sounds like you're drinking about four times a week, anywhere between three and eight drinks on a given day. So, maybe around 20 drinks a week?",question,0
So you're feeling uncomfortable with changes in your body?,reflection,2
"Okay. So you had a pretty strong self-confidence, pretty strong body image all the way up until a few months ago and, um, you're hoping to kind of get back to that place where you feel good about yourself.",reflection,2
Yeah. So we'll go ahead and get both of those prescriptions ready.,therapist_input,1
So you're holding the camera very tightly.,reflection,2
Doctor mentioned that as being a factor.,reflection,2
"Like I said, it's been, um, a long time and this is basically the first time that we've seen this behavior from you, so I know for a lot of other guys right before they get out, uh, a lot of anxiety, a lot of frustration comes around because they haven't been out in a while and then like the pressures of being on the outside are starting to settle in. So is that something might be going on with you?",reflection,2
"So, how much reading and writing is involved in the course that you're gonna go on?",question,0
Yeah. Your is mum still down south?,question,0
"-and, no one's going to tell you what to do.",reflection,2
"Well, thank you, Tanya, for meeting with me today and talking about this. So, there is something I'd like to ask you that we can kind of discuss in our conversation is what's one thing about yourself or something in your life that you'd like to change that maybe you've been feeling kind of ambivalent about?",therapist_input,1
Okay. So getting to school for your first hour is something that you're going to work on as your goal.,reflection,2
"And, um, so you were-- You said that you’ve been going several times a week, which is really an extraordinary number, I-I think it’s four, five times a week?",question,0
"Mm. Okay, so that's-that's the kind of support that a really good mate would give you? It sounds-",other,3
Mm-hmm. So about half the time you're drinking and half the time you're not. Can you tell me what's different about the days when you choose to drink versus not to drink?,question,0
"Hi, Jean. I'm Dr. Selby. Nice to meet you.",other,3
"Uh, so, uh, would people come and drink at your house, and then they would be fine with that?",question,0
"Okay, so you wanna kind of get some action, don't wanna sit around-",reflection,2
"Yeah. What do you think it'd be like for your kids if they were sitting here now and they heard you say that this was really, really important to you and to them? That you gave this program 100%. Well, then what might that be like for them to hear that?",question,0
"Thanks for coming in and talking with me for a couple of minutes. I understand you don't have very much time, but I really appreciate you stopping by.",reflection,2
"All right, Well, first I'd just like to commend you for your honesty and that's really helpful information that you shared with me. Thank you for letting me know that you're smoking again and-and, um, I also appreciate the fact you're taking so many measures to protect your son from secondhand smoke. Can I give you some advice on how you could protect him, even the- even further?",question,0
"Okay, so the end of the day-",reflection,2
"Well, according to your chart, your blood pressure has gone up since July, and you said that you've been drinking more recently, so do you see the connection there?",therapist_input,1
"Okay. Well, then that sounds like a perfect location for you. Medicines keep best if they're stored away from light and heat and moisture. What did the doctor tell you to expect in terms of side effects?",question,0
"Do you mind if I take a look at your arm, please?",question,0
Yeah. So why should she go through yours?,reflection,2
- from the-the herbal shop. None of them really made a great deal of difference. You've had some investigations-,reflection,2
"Okay. All right, so-so one of the challenges is for us to be talking about things that interest you. Yeah.",therapist_input,1
"Well, that is a bummer. I mean—",reflection,2
"Mm-hmm, kind of feels like, you know, you were making some really good decisions about your baby. You've done research and you wanna be able to bring your baby up well and take care of your baby. And I-I can see that that's really important to you. I hear you saying that and it kind of feels like this information isn't kind of what you were expecting to hear.",reflection,2
Okay. What could you do to avoid getting into trouble?,question,0
"Well, have you got the forms with you?",question,0
"Right. So the one hand you've-you-you could sit yourself up and-and take the risk, but on the other hand, you know, that actually it might not last?",reflection,2
Are there any other concerns that you have about Methamphetamine?,question,0
"Yeah? Yeah. Yep. So, it seems like almost, like, you're still in the behavior, you know, still creating some problems?",question,0
"So, let me make sure I understand kind of the whole scenario 'cause there's a lot of pieces to it. Your wife is on your case and your kids are ganging up too. So, you're sort of isolated, you're put in a corner and you're being told this is something you have to do, you have no choice in the matter.",reflection,2
So what do you think about Tai Chi? Is that something you think you might be able to try sometime?,question,0
Yeah? Yeah.,other,3
"Okay. So, can I share with you some information on alcohol use?",question,0
Okay. I'd like to hear how your plan worked out for you if you're willing to come back for another appointment. I look forward to hearing about what worked for you and what was challenging say in four weeks.,other,3
Okay. I wonder if I could raise the subject of your weight.,question,0
Hmm. Can you tell me more about your concerns about vaccines?,question,0
Yeah. And there is and I'm sure that it is really struggling at times too.,reflection,2
Okay. So why don't you tell me what you remember from having your conversation with your case manager? What do you know so far about community service?,question,0
"Okay. You know it seems like you had uh, a day at school. I noticed that uh, you missed your first hour of class today as well.",therapist_input,1
"So, um, everyone that comes on the South Whisky program, we'd like them to pick at least three goals that they'd like to work on in the next 30 days. Because what we will do is we will monitor you and we'll check in 30 days to see how you're going with your goals. So with that being said, we want you to pick something that is relevant for you, something that you're willing to work on. So with that being said, is there anything that you would like to change your work on either at home or school, um, [unintelligible 00:00:30]?",question,0
-to think about looking after yourself a bit more.,reflection,2
"Okay. So it's kind of linked to your drinking, the fact that, um, that you can-- if you can take care of that drinking, you can take care of the-",reflection,2
Okay. So you're sort of looking for that balance-,reflection,2
"Yeah. What does it tell me about you as a man, as a father, as someone who wants to get moving?",question,0
"At the time it was important, yeah.",reflection,2
Yeah. What are you really glad about?,question,0
"So, it's already piled I'm thinking up for you, you don't need anything else so you're looking for some relief and not something to make you feel worse.",reflection,2
"So here you are today and, um, you're sharing that you have been drinking alcohol throughout your pregnancy.",reflection,2
"Yeah, you know, I get it. Like, we've all been there. Okay. You know, I was in high school ones too, you know, I drank too. I get it. There's not a ton to do in this town a-and kids drink, but, you know, promise we have these rules-",therapist_input,1
Yeah. So w-where do you think you can start with that?,question,0
"Mm-hmm. So, what have you looked into about, um, you know, advocacy in that area or expungement or anything like that?",therapist_input,1
"So-So again, I'm-I'm wondering about this other world, and you're saying it doesn't look to attractive at the moment.",reflection,2
In what way have you gotten a little bit better?,question,0
"And ah, hang on.",reflection,2
"Okay, so, the-the alcohol is something that might make it harder to reach your goals?",reflection,2
"And, I guess that there will be manuals and stuff like that on-",other,3
"So, you're not too happy to be here. This is the last thing that you want to be doing this afternoon.",reflection,2
"Okay, how does that sound like a first step goal for you?",therapist_input,1
Not yet?,question,0
"Mm-hmm. So, as long as it has to do with cars, you'd be sweet with that?",reflection,2
"Okay. And I'm wondering if that concern is coming from, ""It's been okay. I've got these messages from friends.""",reflection,2
"Okay. I-I also noticed that, uh, it's been about three months or so since you picked up the prescription for her chronic inhaler.",therapist_input,1
What else besides drinking helps you relax and unwind in the evenings?,question,0
Yeah. And your-- part of your wife used to do a lot of that for you?,reflection,2
"Right. So, right now, it really is important to you to put the family values first? And religion is still very important to you, but you feel like maybe you're losing faith a little bit?",reflection,2
"Well, you might not be drinking that much, and other kids are also trying alcohol. I'd like to share with you the risk of using. Alcohol and drugs could really harm you because your brain is still changing. It also-- you're very high risk for becoming addicted. Alcohol and drugs could also interfere with your role in life and your goals, especially in sports, and it could cause unintended sex. How do you feel about this information?",therapist_input,1
"-all the time. But one of the things I'm noticing, we've been going here for a wee while now talking and, uh, I haven't noticed any lack of attention.",therapist_input,1
Amount of four.,reflection,2
"Mm-hmm. Five, six drinks, like?",question,0
So what would you do to make sure you didn't get hungry at work?,question,0
"Actually, you would be amazed how many people do it.",therapist_input,1
-the effect? Okay.,therapist_input,1
"Yeah, with while going in, I think you got a high steep.",reflection,2
"All right. So, quite a few symptoms there-",reflection,2
"Um, because I know you mentioned you tried the Chantix. Um, what have you tried? Uh, Zyban or Wellbutrin?",question,0
"I'm here to help, okay?",other,3
"Yeah. And that must've been really brave for you to do something that seems really daunting at first, yet you were really successful at it.",other,3
Guts? Yeah?,other,3
"Okay. So, you're gonna try to reduce the drinking, not sure about the smoking, what the plan is but I think we did agree upon earlier that you would move it outside, at least while he's sick?",question,0
"-to-to make it a little smoother. Okay. So, kind of thinking along those lines, how important is it to you make some changes or make some adjustments to your drinking to sort of fit with your values and your goals for yourself?",question,0
"Okay. So, you've got a lot of concerns about what's happened to- up until this point, as far as your drinking. What do you know about, um, drinking alcohol throughout pregnancy?",question,0
Like you've done anything helpful.,reflection,2
Exactly. And what's happening in Type II diabetes is your-your fat cells and liver cells and muscle cells are resistant to insulin. It's almost like they're saying we can't use that.,therapist_input,1
"Tomorrow. Okay, great. So who would be able to help you get to bed on time and make sure you're up on time by 6:15?",question,0
"That's why it's helpful to look at this and give some perspective. On a scale of 1-10, what is your readiness to change, 1 being I don't want to change at all, and 10 is I really want to change?",question,0
"Right, right.",other,3
"Um, so that's one-one thing, and the other is, um, I do see fair amount of chipped teeth-",therapist_input,1
"Yeah. So, there's something here about your level of-- about how confident you are around writing or how unconfident you are, that sounds like it's getting in the way.",reflection,2
"-coffee, tea. Yeah, you've heard this before, I'm sure.",other,3
"Okay. So, okay. So it sounds like you had a lot of thoughts going through your head. Um, you said that you're worried that everyone's looking at you. What other thoughts were there that were in your mind?",reflection,2
"You did really well talking with me today, and I thank you so much for just sharing your heart.",other,3
"Okay, wow. So there's a lot happening right now, Sal. Anything else that that's concerning you?",question,0
"Okay. And I'm wondering as far as, um, bringing the baby into the world and, you know, your future as a parent, ho-how important is it to have a healthy baby to you?",question,0
What was-- what was your partner's name?,question,0
"Uh, you seem fairly committed to taking the medicine to reduce your risk so that you can enjoy your retirement.",reflection,2
The drug may have had an effect on that?,question,0
Sometimes you forget where you're at.,reflection,2
"Yeah. How would it be for your mum, do you think, if you were to tell her that this is something that you're-- is really important for you and that you know that this time you really need to do this for her and for the family? What-what might that be like for her to hear?",question,0
"12 years. Okay. So she's stood by you then for the time, [crosstalk] but this time she said, it happens again I'm out of here?",reflection,2
"Thank you for coming in to see me today, Nina. I'm looking forward to getting to know you a little bit and hearing a little bit about you and what brought you in here today.",other,3
"Um, what do you think would make it easier for you to cut down or quit using Methamphetamine?",question,0
[unintelligible 00:04:45]?,other,3
- story right?,reflection,2
"I really want to thank you for, you know, exploring this with me today, and I'm wondering if we can kind of continue this conversation again, and talk about those steps, and how it goes with talking to your partner about giving up drinking and, um, the- giving you a chance to do some more research and, you know, maybe looking through these brochures and kind of just coming back and sharing a little bit more about, you know, what you thought about the information and what feels right for you. Is that something you'd be open to?",therapist_input,1
I think where we start is where you feel comfortable starting.,other,3
So I know that you're kind of 25% interested-,reflection,2
"So, I'm wondering, have you noticed any problems from your drinking?",question,0
"Yeah. So, you're not feeling comfortable with the way that, you said, your clothes fit.",reflection,2
"It hurts? Oh, I'm sorry to hear that. Where are you having pain?",question,0
"Okay, I see. You wanna be a different sort of dad-",reflection,2
"So you've rung your mom, had a chat to her.",other,3
"Right, and you-- so you're busy enough, and—",reflection,2
Okay.,other,3
"It does, uh, it does a lot of positive things for you.",reflection,2
"Oh, it was all-all that they could see that-that was-",reflection,2
It has a lot of alcohol in it.,other,3
"So, you're really are trying to be safe and-and make sure that-",reflection,2
"Well, the good news is in terms of the nicotinic stomatitis, at the point in which you stop smoking, you can actually reverse all the negative effects that occurred and you might also know that you can stop the progression of any other diseases that had started, just by quitting smoking.",therapist_input,1
"Okay. So it's, um, so it's good, because you're not drinking and driving, but you're still really drinking a lot. Um, and yeah. Okay. So, let's-let's talk a little bit about that, how you might be able to make some changes. Because I think you really need to- need to stop drinking like this.",other,3
"Well, that, you know, now that's a-a really different way of looking at it than how you were looking at what you can do versus what's getting in your way that you know you can't do.",reflection,2
Is that right?,question,0
"Okay, yeah, I know that, yeah, yeah. Okay, so. So, um, so are you sure you wanna try to start out with the- that initial [unintelligible 00:08:07]",reflection,2
"Yeah, yeah, yeah. Well, it's not that easy to get started. You do certainly have to have some motivation to want to do it. Um, and when you first start, oftentimes you do feel a little wobbly or a little insecure.",therapist_input,1
So you know actually which kids-,question,0
"Mm-hmm, okay. So in five years' time, it's fast forward to the future. Five years time, how would you like it to be?",question,0
"I saw that your doctor made the referral and, um, and I really appreciate you taking the time to come and make that appointment.",therapist_input,1
"Well, you're here. And-and-and I have you give, uh-uh, credit for that. It took a lot to come in today and, um, when, um- when somebody is actually talking safety for themselves, which I-I hear you saying, um, calling a taxi or-or staying home.",other,3
That shocked me when I found that out.,therapist_input,1
"Okay, great. I look forward to talking next time.",other,3
"Um, what would- what would make you decide, ""This is something that's not right for me?""",question,0
Why not?,reflection,2
"Oh, it looks like he called in cholesterol statin. Do you know how you're supposed to take this medication?",question,0
And for him this 12-- You wondered that the 12-step stuff working for him.,reflection,2
"You-- Sounds like you did that, and that allowed you to really focus on the time [unintelligible 00:00:57] delaying your cigarettes. So-so that's gone well. So, what are the things that are not going as well as you'd liked?",therapist_input,1
And the coffee helps a little bit because it perks you up?,reflection,2
"-of course, that's harder if you're not the one planning. So, some of the things that can be useful if you're at a party say, um, and there's already alcohol there, and there are other kids that maybe aren't your closest friends, um, some of the things that I would recommend since you're interested are, you know, carrying around a different drink that looks like it has alcohol in it. So, you know, even carrying an empty beer bottle or beer can or, you know, if people are having a mixed drink, just having the coke, say-",therapist_input,1
"Hi, Mr. Stowe.",other,3
"Oh, thank you, Ruth. Thank you for coming today.",other,3
Okay. So that's just what you've always done.,reflection,2
"Oh, so it's your first?",question,0
"Mmh, and when we might be talking about something that doesn't interest you, what would I notice?",question,0
"All right, Catherine, welcome back. I'll be interested to, sort of, after we met last time, what-what were you-- what have you been thinking about over the week 'cause, you know, I-I remembered last time I asked you what you were thinking about coming, but-",question,0
"Uh-huh, and tell me how your physical therapy is going?",question,0
"Okay. Yeah, it sounds kinda similar to your, um, your value of respect to yourself.",reflection,2
"What I would recommend is that you avoid over-the-counter cold remedies, keep him away from any friends or family who may have the flu, keep him well hydrated, um, avoid excessive dust, and avoid smoking. And at least that last one's easy because you are an ex-smoker now.",therapist_input,1
"But I guess what I'm really interested in is-is you've made a commitment 22 days, drug-free. Haven't gone back into that lifestyle. What-what's keeping you, 'cause you're at the crossroads, you kind of just pause there at the moment. I'm not sure about this other bit over here. What keeping you in that place?",question,0
-those oral piercings can do to your teeth?,question,0
She'd tell you off.,reflection,2
"So, having more reliable childcare could make a big difference.",reflection,2
"Okay. And so you mentioned the- you know, quite a few reasons why you would like to cut down. Um, have you thought at all about how you might go about doing that?",question,0
"So, um, what kinda- what-what are you starting? What's this business? If you-you don't have to tell me if you don't want, I know it's on the up and up, but you don't have to tell me if you don't want.",question,0
Tell me about those things you're noticing that you hadn't noticed before.,question,0
"So sometimes-- almost sounds like, um, your feedback would be, uh, useful to you. Like some immediate feedback in terms of like, um, like [inaudible 00:05:53]",reflection,2
"Well, how about hypothetically if I were to ask you, how would your drinking have to impact your life in order for you to be ready to change your drinking?",question,0
At home or you think that they'll be supportive but they're not giving- they're not giving you what you need?,reflection,2
What do you think it would take?,question,0
"I, uh, I'm a case manager with your health plan. I understand that you came in today to talk about your diabetes.",therapist_input,1
For driving.,therapist_input,1
"Okay. And can I ask you, Barbara, how-how is all of this affecting you day-to-day? How's-how's it affecting your life?",question,0
Only snort it?,question,0
"Well, I sure-sure would, um, tell the-the people who-who need to know-",therapist_input,1
How about then your-your kind of hunch about that?,question,0
"Got to check out, why not?",reflection,2
"Definitely, can lower your cholesterol to 50%.",other,3
"So then, since you've been on your own since you've separated, divorced and you've noticed that the things you eat and how you eat has changed.",reflection,2
"Maybe we can kind of put that on the shelf for a moment, and we'll come back to it and sort of look at, you know, what is- what does the guidelines have to say about why. And, um, and-and I'm wondering if we can kind of just have a look for a moment at, um, your pregnancy, and is this something that you were- you were hoping to have a baby?",question,0
"Yeah, I'm all about trying to help you figure out what types of physical activity bring you the most joy because those are the things that you'll make time for.",other,3
"Are you ever, um, places where there are parents around or-",question,0
"Okay. So, it sounds like you have some reasons to cut back on drinking and you have ways to relax besides drinking and it sounds like you're pretty ready to cut back.",therapist_input,1
"Oh, I'm sorry. But, you know, if you have just got a sore throat, then there's not much I can do about that. It's just, you know, something that we all get from time to time. Perhaps, what you really need to do is, uh, you know, just take some paracetamol and get some fluids.",therapist_input,1
"Uh, no. I think that you clearly have pain, and clearly you have lots of physical symptoms, and they're clearly getting in the way of-",other,3
-really watch-,therapist_input,1
"And it sounds like sometimes when you're in there with your mates and had a few drinks, it's hard to hold on to that vision of the future.",reflection,2
"Oh, wow.",other,3
"Um, so, that it was sort of after that that the girlfriend-- Your girlfriend, I don't know, well, her name. Um, your girlfriend decided-- The mailbox and she's--",reflection,2
-about stuff that's-that's quite deep-,reflection,2
"Yeah they look pretty good on the plate, don't they?",reflection,2
Great. I'd be interested to see how well you do on your goal in the next few weeks. Would you be willing to come back and talk to me about it?,question,0
"Okay. Well, you know I will be back later. If any questions would arise, we can always talk about that then. Um, otherwise, again, I will have to write a violation, and, um, if you have any questions or need anything from me, please let me know. Um, otherwise, again, I'll be back later today.",therapist_input,1
"Not too much, just some stuff that might just give you a little bit of background information on-",therapist_input,1
"-wasn't that-- Is that right? Yeah? So, ""Do I live a party lifestyle-- party-girl kind of lifestyle, or am I got some other dreams to follow?"" So, they're hard calls to make. And-and it all-- And there are no three ways. We will have to make those calls at some point.",reflection,2
Okay. Does that sound like a goal you want to work on now or?,question,0
"Uh, well, obviously that's a non-NHS thing so we have to charge you for that and our going rate for that is, uh, £12.",therapist_input,1
"Oh, so you've been here a while?",question,0
That was something that you'd been planning?,question,0
Wow. You really are involved in music.,reflection,2
"Yeah, yeah. Thinking about your friends, you know, how would you soft of think about your friends 'cause, you know, I guess you go out with your girlfriends and stuff.",question,0
"Okay. So, the-the absolute most-",reflection,2
"Okay, so money.",reflection,2
"So, if you did decide to get exercising more into your daily routine, how would you go about doing it?",question,0
"-in those situations? That's great. You know, it's-it's tough to do sometimes, and I really commend you for being able to-to stick with that.",reflection,2
"-you know, good to know about and-and-and maybe in-- within those options or something you might say, ""Oh yeah, I'd give that a go. Have a look.""",therapist_input,1
Is someone who actually who has some pretty clear ideas about where she wants you as a couple to go-,reflection,2
And then-,other,3
"Okay, will you be interested in hearing about those recommendations?",question,0
"You're absolutely right, but keep in mind that the food pyramid is to be used as a guideline only. When it comes to nutrition, we have to have a more personalized approach. So I have a hunch, and that is the excess fruit that you were consuming probably caused your weight rebound. What's your impression?",therapist_input,1
"Okay, so, um, that's great 'cause it pretty much covers all the stuff that I think I needed to go over with you. Um, let's see. I guess we didn't talk about what would happen if your parents found out you were drinking.",other,3
"Okay. So, you've been able to kind of avoid any kind of consequences, and right now, you're not feeling that talking about birth control is something on your-your list.",reflection,2
"Okay, okay. I just wanted to let you know, I'm a little bit concerned about your level of drinking. We know that excessive drinking can make problems worse or can actually cause health problems at times, and I was just wondering if you thought about the connection between your drinking and things like the anxiety and the insomnia that you came in with today?",therapist_input,1
"That's a good way to be, right?",reflection,2
"So, it would be up to them?",question,0
"-rollover, the domino effect starts to happen, and they start looking at other aspects.",reflection,2
Uh-huh. So kind of combining you alls-,reflection,2
"Let's just come back to another thing, uh, that we were talking about a little bit earlier, and it's around your meth use as well and-and-and with your gay friends, with gay lifestyle. And-and that sounds like you're saying that-that-that when you party, when you go into the clubs, when you're being with friends that the meth use is always there?",question,0
"Oh, nice.",other,3
"-with me, and also before I do the exam, you know, I'm always on your case about flossing, so maybe we can take [inaudible 00:02:46]-",other,3
So you're consciously trying to cut back.,reflection,2
"Alcohol can have some dangerous effects on your body. So along with contributing to high blood pressure, it can have a big impact on your liver, which you need to keep in mind. So your liver has several different roles in your body. First, it helps process excess fatty acids before they get distributed to the rest of your body. It also helps process alcohol and other drugs. So when you have an excess of alcohol, your liver can't work as efficiently and the fatty acids build up, and over time, your liver won't be able to work as well.",therapist_input,1
"Yeah. So, we've run out of time but I also want to ask you a final question, where to from here, what's next?",question,0
"Okay. You're noticing there- there are too many great benefits to being physically active and, um, today you've mentioned energy, mood, strength and body confidence.",reflection,2
Mm-hm.,other,3
So a little bit sort of energy is not quite there sometimes? The vitality.,reflection,2
So a few drinks is nothing new to you?,question,0
And you found us okay?,question,0
"Okay. Um, what is it that you wanna get out of being here?",question,0
"- some prescribed, some-",reflection,2
"- in this new approach, I'd be seeing you regularly. We can keep an eye on your symptoms, and if they change, then we can investigate as appropriate. But if they stay the same, then, you know, we can be-",therapist_input,1
"So, basically, we're here, I'm just gonna talk to you for a little bit about sort of what your goals are for your life, um, get to know you a little bit better and talk about some different behaviors that you might be engaging in. It's not my job at all to judge you or to try and change you, you know. Basically, I'm gonna talk to you about how things are going, any changes you might want to make in your life, how I could help you with that, and just what I can do that's going to be most beneficial for you.",therapist_input,1
So is that different from when you've come in here before?,question,0
"-the people who drink a lot, um, since you have some other friends. Um, yeah. So, do you have any questions for me or?",question,0
"Nearly 13 years, so and-and so-so she stuck with you, and I'm pick up that's important to you, um, and-and-and yet you talk about it, it just seems easy, this bit over here, this whole lifestyle.",reflection,2
"Mm-hmm. Okay. Hmm. So, I mean, I guess what we need to do then is kinda talk about some goals for how to be-",other,3
So nothing you want to talk about right now?,reflection,2
-birth control issue and this importance comes down as your reason why you're not down here.,reflection,2
"-which is fantastic. So, the next step is to really deal with the dog, deal with the pet. I know it's- so- It's gonna be hard to do that. But there are always people who will adopt animals. I'm sure that you have friends or family members.",therapist_input,1
There's a couple of people.,other,3
"Well, welcome, Ricky.",other,3
"Okay, hard part's over. So the good news is no cavities.",therapist_input,1
"Grand. You talked a little bit about, uh, you'd really like to get back with Kristie?",question,0
"So, um, how serious do you think this issue is to sort?",question,0
Okay. What some people your age do is try stopping drinking for a period of time just to see what that feels like.,therapist_input,1
"You don't wanna lose your support group, yeah. You just wanna them to support you in being healthy, while helping them, raising the babe, and so we're just taking path B. You don't wanna lose them, just maybe the lifestyle it sounds like.",other,3
"Hm. What we also find is that people make these little changes, small changes, and that starts to kind of well, it makes them-",therapist_input,1
Security.,reflection,2
"Yeah. Surprised, ain't you?",reflection,2
-just a touch.,reflection,2
"Well, there's-there's a reason that [crosstalk] people are concerned.",other,3
So that's something that you can work with your case manager on.,therapist_input,1
Mm-hmm. So it's kind of surprising to you that something you've been doing and you've been doing more and more of it is actually pretty bad for you.,reflection,2
"Yeah. Well, and your daughter.",reflection,2
"Hi, John. Nice to see you again. So, tell me, how are things going?",question,0
Fantastic. Thank you.,other,3
So you were in a lot of pain?,question,0
"Um, yeah. And-and, w-what were the drinks, were?",question,0
Great.,other,3
"Yeah. And your thought was, yeah, right, I hear that, but actually, I don't want to make all these big changes in my life.",reflection,2
